TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,HAZARDRATING,VIOLLUMP
KSMH-AK2REG,20180412,Follow-Up,0,0,Low,
KSMH-AK2REG,20180314,Follow-Up,0,0,Low,
KSMH-AK2REG,20180220,Follow-Up,1,3,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat"
KSMH-AK2REG,20180216,Routine,4,4,High,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
KSMH-AK2REG,20170927,Routine,0,0,Low,
KSMH-AK2REG,20170515,Routine,1,1,Low,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A019867    ,20200116,Routine,0,0,Low,
A019867    ,20190715,Routine,0,0,Low,
A019867    ,20190122,Routine,1,1,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|403,Not Critical,Employee lacks good personal hygiene, clean clothing and hair control [s. 21(1)],Not Repeat"
A019867    ,20180802,Routine,0,1,Low,"502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
A019867    ,20180222,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A019867    ,20170905,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A019867    ,20170327,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
A019867    ,20160920,Routine,2,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-APFPTJ,20200212,Routine,0,0,Low,
SHEN-APFPTJ,20190628,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-APFPTJ,20181003,Routine,0,0,Low,
SHEN-APFPTJ,20180329,Routine,0,0,Low,
SHEN-APFPTJ,20180202,Routine,0,0,Low,
SHEN-APFPTJ,20171117,Routine,0,0,Low,
A018173    ,20200207,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
A018173    ,20190822,Routine,1,2,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
A018173    ,20190117,Routine,0,0,Low,
A018173    ,20180727,Follow-Up,0,0,Low,
A018173    ,20180726,Routine,1,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A018173    ,20180213,Routine,0,0,Low,
A018173    ,20170822,Routine,0,0,Low,
A018173    ,20170220,Routine,0,0,Low,
A018173    ,20161021,Routine,0,0,Low,
SHEN-AU9QAR,20200420,Follow-Up,0,0,Low,
SHEN-AU9QAR,20200227,Routine,5,1,High,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
SHEN-AU9QAR,20191002,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AU9QAR,20190913,Follow-Up,0,0,Low,
SHEN-AU9QAR,20190911,Follow-Up,0,0,Low,
SHEN-AU9QAR,20190906,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AU9QAR,20190806,Follow-Up,0,0,Low,
SHEN-AU9QAR,20190802,Routine,4,4,High,"204,Critical,Food not cooked or reheated in a manner that makes it safe to eat [s. 14(1)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SHEN-AU9QAR,20190411,Follow-Up,0,0,Low,
SHEN-AU9QAR,20190326,Routine,1,3,Moderate,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SHEN-AU9QAR,20181120,Follow-Up,0,0,Low,
SHEN-AU9QAR,20181101,Routine,1,3,Moderate,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SHEN-AU9QAR,20180619,Routine,1,1,Low,"204,Critical,Food not cooked or reheated in a manner that makes it safe to eat [s. 14(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
SHEN-AU9QAR,20180215,Follow-Up,0,0,Low,
SHEN-AU9QAR,20180124,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
NDAA-9HDSBY,20200218,Follow-Up,0,0,Low,
NDAA-9HDSBY,20200213,Routine,1,3,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
NDAA-9HDSBY,20191018,Follow-Up,0,0,Low,
NDAA-9HDSBY,20191015,Follow-Up,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
NDAA-9HDSBY,20191010,Routine,4,5,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
NDAA-9HDSBY,20190207,Follow-Up,0,0,Low,
NDAA-9HDSBY,20190102,Routine,3,1,Moderate,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
NDAA-9HDSBY,20180823,Follow-Up,0,0,Low,
NDAA-9HDSBY,20180807,Follow-Up,0,0,Low,
NDAA-9HDSBY,20180730,Routine,2,4,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
NDAA-9HDSBY,20180129,Follow-Up,0,0,Low,
NDAA-9HDSBY,20180125,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
NDAA-9HDSBY,20170714,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
NDAA-9HDSBY,20170227,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat"
NDAA-9HDSBY,20161104,Follow-Up,0,0,Low,
NDAA-9HDSBY,20161005,Routine,2,2,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-B5KUMV,20200316,Follow-Up,0,1,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
SHEN-B5KUMV,20200310,Follow-Up,1,2,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-B5KUMV,20200213,Follow-Up,0,0,Low,
SHEN-B5KUMV,20200210,Routine,3,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-B5KUMV,20190917,Routine,2,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-B5KUMV,20190326,Routine,0,3,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-B5KUMV,20190128,Follow-Up,0,0,Low,
SHEN-B5KUMV,20190117,Routine,0,4,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-B5KUMV,20181025,Follow-Up,0,0,Low,
SHEN-B5KUMV,20181023,Routine,3,4,High,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-B5KUMV,20180906,Follow-Up,0,0,Low,
SHEN-B5KUMV,20180830,Follow-Up,0,0,Low,
SHEN-A34Q6W,20191008,Follow-Up,0,0,Low,
SHEN-A34Q6W,20191001,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
SHEN-A34Q6W,20190424,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-A34Q6W,20181210,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat"
SHEN-A34Q6W,20180523,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-A34Q6W,20171120,Routine,0,0,Low,
SHEN-A34Q6W,20170606,Routine,0,0,Low,
SHEN-A34Q6W,20170124,Follow-Up,0,0,Low,
SHEN-A34Q6W,20170117,Routine,0,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-A34Q6W,20160726,Follow-Up,0,0,Low,
HCAR-AUQP2U,20191129,Follow-Up,0,0,Low,
HCAR-AUQP2U,20191122,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-AUQP2U,20190531,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
HCAR-AUQP2U,20190530,Routine,1,2,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
HCAR-AUQP2U,20181213,Follow-Up,0,0,Low,
HCAR-AUQP2U,20181207,Follow-Up,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
HCAR-AUQP2U,20181206,Routine,1,1,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
HCAR-AUQP2U,20180618,Follow-Up,0,0,Low,
HCAR-AUQP2U,20180531,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
HCAR-AUQP2U,20180115,Routine,0,0,Low,
GEDS-6YDQLJ,20191030,Routine,0,0,Low,
GEDS-6YDQLJ,20190408,Routine,0,0,Low,
GEDS-6YDQLJ,20181026,Routine,0,0,Low,
GEDS-6YDQLJ,20180515,Routine,0,0,Low,
GEDS-6YDQLJ,20180116,Routine,0,0,Low,
GEDS-6YDQLJ,20170823,Routine,0,0,Low,
GEDS-6YDQLJ,20170308,Routine,0,0,Low,
GEDS-6YDQLJ,20161125,Routine,0,1,Low,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
NDAA-8R8UMV,20200206,Routine,0,0,Low,
NDAA-8R8UMV,20190328,Routine,0,0,Low,
NDAA-8R8UMV,20170316,Follow-Up,0,0,Low,
NDAA-8R8UMV,20170314,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-BEFR43,20191204,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
HCAR-BEFR43,20190815,Routine,0,0,Low,
GEDS-7E5PJ5,20190819,Routine,0,0,Low,
GEDS-7E5PJ5,20190605,Routine,0,0,Low,
GEDS-7E5PJ5,20180830,Routine,0,0,Low,
GEDS-7E5PJ5,20180504,Routine,0,0,Low,
GEDS-7E5PJ5,20170824,Follow-Up,0,0,Low,
GEDS-7E5PJ5,20170823,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-7E5PJ5,20170602,Routine,0,0,Low,
GEDS-7E5PJ5,20170327,Routine,0,0,Low,
GEDS-7E5PJ5,20160920,Follow-Up,0,0,Low,
GEDS-7E5PJ5,20160916,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
PLAE-7SQTAA,20190619,Follow-Up,0,0,Low,
PLAE-7SQTAA,20190614,Routine,1,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat|502,Not Critical,In operator???s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
PLAE-7SQTAA,20180626,Follow-Up,0,0,Low,
PLAE-7SQTAA,20180619,Routine,1,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
PLAE-7SQTAA,20170420,Routine,0,0,Low,
SDFO-87TMCK,20191204,Routine,0,0,Low,
SDFO-87TMCK,20190617,Routine,0,0,Low,
SDFO-87TMCK,20181218,Routine,0,0,Low,
SDFO-87TMCK,20180615,Follow-Up,0,0,Low,
SDFO-87TMCK,20180614,Follow-Up,0,0,Low,
SDFO-87TMCK,20180613,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
SDFO-87TMCK,20180118,Routine,0,0,Low,
SDFO-87TMCK,20170501,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SDFO-87TMCK,20161207,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
SWOD-AHRS8T,20200109,Routine,0,0,Low,
SWOD-AHRS8T,20190801,Routine,0,0,Low,
SWOD-AHRS8T,20190115,Routine,0,0,Low,
SWOD-AHRS8T,20180710,Routine,0,0,Low,
SWOD-AHRS8T,20180118,Routine,0,0,Low,
SWOD-AHRS8T,20170915,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SWOD-AHRS8T,20170320,Follow-Up,0,0,Low,
SWOD-AHRS8T,20170316,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A018410    ,20190524,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
A018410    ,20180523,Routine,0,0,Low,
A018410    ,20170504,Routine,0,0,Low,
A016980    ,20200218,Routine,1,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
A016980    ,20191017,Routine,0,0,Low,
A016980    ,20190311,Routine,0,1,Low,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
A016980    ,20181022,Routine,1,0,Low,"402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
A016980    ,20180227,Routine,1,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
A016980    ,20171019,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A016980    ,20170223,Routine,1,2,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
A016980    ,20161004,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
LCAL-64WQUJ,20200122,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
LCAL-64WQUJ,20190719,Routine,2,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
LCAL-64WQUJ,20190115,Routine,1,2,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
LCAL-64WQUJ,20180719,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
LCAL-64WQUJ,20180123,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
LCAL-64WQUJ,20170811,Follow-Up,0,0,Low,
LCAL-64WQUJ,20170810,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
LCAL-64WQUJ,20170201,Routine,1,0,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat"
LCAL-64WQUJ,20160912,Routine,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
SHEN-9SGNXL,20200406,Routine,0,1,Low,"310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat"
SHEN-9SGNXL,20191021,Routine,0,0,Low,
SHEN-9SGNXL,20190516,Routine,0,0,Low,
SHEN-9SGNXL,20190109,Routine,0,2,Low,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat"
SHEN-9SGNXL,20180921,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat"
SHEN-9SGNXL,20180504,Routine,1,1,Low,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-9SGNXL,20180126,Follow-Up,0,0,Low,
SHEN-9SGNXL,20180112,Routine,2,1,High,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-9SGNXL,20171026,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-9SGNXL,20170926,Routine,3,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
